name,portrait_url,game,gender,weapon,starting_class,movement_type,hair_color,is_active,promotion_tier
Seliph,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/seliph.png,Genealogy of the Holy War,Male,Sword,Junior Lord,Infantry,Blue,True,Unpromoted
Scáthach,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/scathach.png,Genealogy of the Holy War,Male,Sword,Sword Fighter,Infantry,Black,True,Unpromoted
Dalvin,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/dalvin.png,Genealogy of the Holy War,Male,Sword,Sword Fighter,Infantry,Black,False,Unpromoted
Larcei,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/larcei.png,Genealogy of the Holy War,Female,Sword,Sword Fighter,Infantry,Black,True,Unpromoted
Creidne,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/creidne.png,Genealogy of the Holy War,Female,Sword,Sword Fighter,Infantry,Black,False,Unpromoted
Lana,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/lana.png,Genealogy of the Holy War,Female,Staff,Priest,Infantry,Orange,True,Unpromoted
Miurne,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/miurne.png,Genealogy of the Holy War,Female,Staff,Priest,Infantry,Black,False,Unpromoted
Diarmuid,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/diarmuid.png,Genealogy of the Holy War|Thracia 776,Male,Sword,Free Knight,Cavalry,Yellow,True,Unpromoted
Tristan,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/tristan.png,Genealogy of the Holy War,Male,Sword,Free Knight,Cavalry,Brown,False,Unpromoted
Lester,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/lester.png,Genealogy of the Holy War,Male,Bow,Arch Knight,Cavalry,Blue,True,Unpromoted
Deimne,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/deimne.png,Genealogy of the Holy War,Male,Bow,Arch Knight,Cavalry,Brown,False,Unpromoted
Oifey,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/oifey.png,Genealogy of the Holy War,Male,Sword|Lance,Paladin,Cavalry,Brown,True,Promoted
Julia,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/julia.png,Genealogy of the Holy War,Female,Light Magic|Staff,Shaman(Genealogy),Infantry,Purple,True,Unpromoted
Fee,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/fee.png,Genealogy of the Holy War,Female,Sword|Lance,Pegasus Knight,Flying,Green,True,Unpromoted
Herminia,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/herminia.png,Genealogy of the Holy War,Female,Sword|Lance,Pegasus Knight,Flying,Green,False,Unpromoted
Arthur(Genealogy),https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/arthur(genealogy).png,Genealogy of the Holy War,Male,Fire Magic|Thunder Magic|Wind Magic,Mage,Infantry,Purple,True,Unpromoted
Amid,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/amid.png,Genealogy of the Holy War,Male,Wind Magic,Wind Mage,Infantry,Green,False,Unpromoted
Iucharba,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/iucharba.png,Genealogy of the Holy War,Male,Axe,Axe Fighter,Infantry,Brown,True,Unpromoted
Iuchar,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/iuchar.png,Genealogy of the Holy War,Male,Axe,Axe Knight,Cavalry,Brown,True,Unpromoted
Leif,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/leif.png,Genealogy of the Holy War|Thracia 776,Male,Sword,Prince,Infantry,Brown,True,Unpromoted
Nanna,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/nanna.png,Genealogy of the Holy War|Thracia 776,Female,Sword|Staff,Troubadour,Cavalry,Yellow,True,Unpromoted
Jeanne,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/jeanne.png,Genealogy of the Holy War,Female,Sword|Staff,Troubadour,Cavalry,Brown,False,Unpromoted
Shannan,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/shannan.png,Genealogy of the Holy War,Male,Sword,Swordmaster,Infantry,Black,True,Promoted
Patty,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/patty.png,Genealogy of the Holy War,Female,Sword,Thief,Infantry,Yellow,True,Unpromoted
Daisy,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/daisy.png,Genealogy of the Holy War,Female,Sword,Thief,Infantry,Brown,False,Unpromoted
Ares,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/ares.png,Genealogy of the Holy War,Male,Sword|Lance,Cavalier,Cavalry,Yellow,True,Unpromoted
Lene,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/lene.png,Genealogy of the Holy War,Female,Sword,Dancer,Infantry,Green,True,Unique
Laylea,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/laylea.png,Genealogy of the Holy War,Female,Sword,Dancer,Infantry,Black,False,Unique
Tine,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/tine.png,Genealogy of the Holy War,Female,Fire Magic|Thunder Magic|Wind Magic,Mage,Infantry,Purple,True,Unpromoted
Linda,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/linda.png,Genealogy of the Holy War,Female,Thunder Magic,Thunder Mage,Infantry,Brown,False,Unpromoted
Febail,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/febail.png,Genealogy of the Holy War,Male,Bow,Bow Fighter,Infantry,Yellow,True,Unpromoted
Asaello,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/asaello.png,Genealogy of the Holy War,Male,Bow,Bow Fighter,Infantry,Black,False,Unpromoted
Ced,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/ced.png,Genealogy of the Holy War|Thracia 776,Male,Fire Magic|Thunder Magic|Wind Magic|Light Magic|Staff,Sage,Infantry,Green,True,Promoted
Hawk,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/hawk.png,Genealogy of the Holy War,Male,Fire Magic|Thunder Magic|Wind Magic|Light Magic|Staff,Sage,Infantry,Brown,False,Promoted
Hannibal,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/hannibal.png,Genealogy of the Holy War,Male,Sword|Lance|Axe|Bow,General,Armored,Brown,True,Promoted
Coirpre,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/coirpre.png,Genealogy of the Holy War,Male,Staff,Priest,Infantry,Yellow,True,Unpromoted
Charlot,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/charlot.png,Genealogy of the Holy War,Male,Staff,Priest,Infantry,Blue,False,Unpromoted
Altena,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/altena.png,Genealogy of the Holy War,Female,Sword|Lance,Wyvern Knight,Flying,Brown,True,Unpromoted
Osian,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/osian.png,Thracia 776,Male,Axe,Axe Fighter,Infantry,Black,True,Unpromoted
Halvan,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/halvan.png,Thracia 776,Male,Axe,Axe Fighter,Infantry,Black,True,Unpromoted
Eyvel,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/eyvel.png,Thracia 776,Female,Sword,Swordmaster,Infantry,Yellow,True,Promoted
Dagdar,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/dagdar.png,Thracia 776,Male,Axe|Bow,Warrior,Infantry,Brown,True,Promoted
Tanya,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/tanya.png,Thracia 776,Female,Bow,Bow Fighter,Infantry,Brown,True,Unpromoted
Marty,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/marty.png,Thracia 776,Male,Axe,Brigand,Infantry,Brown,True,Unpromoted
Ronan,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/ronan.png,Thracia 776,Male,Bow,Bow Fighter,Infantry,Blue,True,Unpromoted
Safy,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/safy.png,Thracia 776,Female,Staff,Priest,Infantry,Green,True,Unpromoted
Lifis,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/lifis.png,Thracia 776,Male,Sword,Thief,Infantry,Brown,True,Unpromoted
Machyua,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/machyua.png,Thracia 776,Female,Sword,Sword Fighter,Infantry,Black,True,Unpromoted
Brighton,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/brighton.png,Thracia 776,Male,Axe,Axe Knight,Cavalry,Green,True,Unpromoted
Lara,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/lara.png,Thracia 776,Female,Sword,Thief,Infantry,Black,True,Unpromoted
Fergus,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/fergus.png,Thracia 776,Male,Sword,Free Knight,Cavalry,Yellow,True,Unpromoted
Karin,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/karin.png,Thracia 776,Female,Lance,Pegasus Rider,Flying,Green,True,Unpromoted
Dalsin,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/dalsin.png,Thracia 776,Male,Axe,Axe Armor,Armored,Brown,True,Unpromoted
Asbel,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/asbel.png,Thracia 776,Male,Fire Magic|Thunder Magic|Wind Magic,Mage,Infantry,Turquoise,True,Unpromoted
Hicks,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/hicks.png,Thracia 776,Male,Axe,Axe Knight,Cavalry,Black,False,Unpromoted
Shiva,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/shiva.png,Thracia 776,Male,Sword,Sword Fighter,Infantry,Black,True,Unpromoted
Carrion,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/carrion.png,Thracia 776,Male,Sword|Lance,Cavalier,Cavalry,Brown,True,Unpromoted
Selphina,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/selphina.png,Thracia 776,Female,Bow,Arch Knight,Cavalry,Blue,True,Unpromoted
Cain(Thracia 776),https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/cain(thracia%20776).png,Thracia 776,Male,Lance,Lance Knight,Cavalry,Yellow,False,Unpromoted
Alva,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/alva.png,Thracia 776,Male,Lance,Lance Knight,Cavalry,Blue,False,Unpromoted
Robert,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/robert.png,Thracia 776,Male,Bow,Arch Knight,Cavalry,Brown,False,Unpromoted
Fred,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/fred.png,Thracia 776,Male,Sword|Lance,Paladin,Cavalry,Brown,True,Promoted
Olwen,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/olwen.png,Thracia 776,Female,Sword|Fire Magic|Thunder Magic|Wind Magic,Mage Knight,Cavalry,Black,True,Promoted
Mareeta,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/mareeta.png,Thracia 776,Female,Sword,Sword Fighter,Infantry,Black,True,Unpromoted
Salem,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/salem.png,Thracia 776,Male,Fire Magic|Thunder Magic|Wind Magic|Dark Magic|Staff,Loptr Mage,Infantry,Red,True,Unpromoted
Perne,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/perne.png,Thracia 776,Male,Sword,Thief Fighter,Infantry,Blue,True,Promoted
Troude,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/troude.png,Thracia 776,Male,Sword,Sword Fighter,Infantry,Gray,False,Unpromoted
Tina,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/tina.png,Thracia 776,Female,Staff,Priest,Infantry,Green,True,Unpromoted
Glade,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/glade.png,Thracia 776,Male,Lance,Duke Knight,Cavalry,Black,True,Promoted
Deen(Thracia 776),https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/deen(thracia%20776).png,Thracia 776,Male,Lance,Wyvern Knight,Flying,Black,True,Promoted
Eda,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/eda.png,Thracia 776,Female,Lance,Dragon Rider,Flying,Black,True,Unpromoted
Homer,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/homer.png,Thracia 776,Male,Fire Magic|Thunder Magic|Wind Magic|Light Magic,Bard(Mage),Infantry,Purple,True,Unpromoted
Linoan,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/linoan.png,Thracia 776,Female,Fire Magic|Thunder Magic|Wind Magic|Light Magic|Staff,Cleric,Infantry,Pink,True,Unpromoted
Ralf,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/ralf.png,Thracia 776,Male,Sword|Axe,Mercenary,Infantry,Brown,False,Promoted
Ilios,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/ilios.png,Thracia 776,Male,Sword|Fire Magic|Thunder Magic|Wind Magic,Mage Knight,Cavalry,Green,True,Promoted
Sleuf,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/sleuf.png,Thracia 776,Male,Staff,Priest,Infantry,Yellow,True,Unpromoted
Misha,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/misha.png,Thracia 776,Female,Lance,Pegasus Knight,Flying,Green,True,Promoted
Sara,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/sara.png,Thracia 776,Female,Fire Magic|Thunder Magic|Wind Magic|Light Magic|Staff,Cleric,Infantry,Purple,True,Unpromoted
Shannam,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/shannam.png,Thracia 776,Male,Sword,Swordmaster,Infantry,Black,True,Promoted
Miranda,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/miranda.png,Thracia 776,Female,Fire Magic|Thunder Magic|Wind Magic,Mage,Infantry,Brown,True,Unpromoted
Xavier,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/xavier.png,Thracia 776,Male,Sword|Lance|Axe|Bow,General,Armored,Brown,True,Promoted
Amalda,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/amalda.png,Thracia 776,Female,Sword|Staff,Paladin,Cavalry,Gray,True,Promoted
Conomor,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/conomor.png,Thracia 776,Male,Sword|Lance,Paladin,Cavalry,Gray,True,Promoted
Saias,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/saias.png,Thracia 776,Male,Light Magic|Staff,High Priest,Infantry,Red,True,Promoted
Galzus,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/galzus.png,Thracia 776,Male,Sword|Axe,Mercenary,Infantry,Gray,True,Promoted
Roy,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/roy.png,The Binding Blade,Male,Sword,Lord,Infantry,Red,True,Unpromoted
Marcus,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/marcus.png,The Binding Blade|The Blazing Blade,Male,Sword|Lance|Axe,Paladin,Cavalry,White|Purple,True,Promoted
Alen,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/alen.png,The Binding Blade,Male,Sword|Lance,Cavalier,Cavalry,Red,True,Unpromoted
Lance,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/lance.png,The Binding Blade,Male,Sword|Lance,Cavalier,Cavalry,Turquoise,True,Unpromoted
Wolt,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/wolt.png,The Binding Blade,Male,Bow,Archer,Infantry,Green,True,Unpromoted
Bors,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/bors.png,The Binding Blade,Male,Lance,Knight,Armored,Green,True,Unpromoted
Merlinus,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/merlinus.png,The Binding Blade|The Blazing Blade,Male,,Transporter,Transporter,Bald|Blue,True,Unique
Elen,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/elen.png,The Binding Blade,Female,Staff,Priest,Infantry,Brown,True,Unpromoted
Dieck,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/dieck.png,The Binding Blade,Male,Sword,Mercenary,Infantry,Turquoise,True,Unpromoted
Ward,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/ward.png,The Binding Blade,Male,Axe,Fighter,Infantry,Brown,True,Unpromoted
Lot,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/lot.png,The Binding Blade,Male,Axe,Fighter,Infantry,Orange,True,Unpromoted
Shanna,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/shanna.png,The Binding Blade,Female,Lance,Pegasus Knight,Flying,Blue,True,Unpromoted
Chad,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/chad.png,The Binding Blade,Male,Sword,Thief,Infantry,Yellow,True,Unique
Lugh,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/lugh.png,The Binding Blade,Male,Anima Magic,Mage,Infantry,Green,True,Unpromoted
Clarine,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/clarine.png,The Binding Blade,Female,Staff,Troubadour,Cavalry,Yellow,True,Unpromoted
Rutger,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/rutger.png,The Binding Blade,Male,Sword,Myrmidon,Infantry,Brown,True,Unpromoted
Saul,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/saul.png,The Binding Blade,Male,Staff,Priest,Infantry,Purple,True,Unpromoted
Dorothy,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/dorothy.png,The Binding Blade,Female,Bow,Archer,Infantry,Brown,True,Unpromoted
Sue,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/sue.png,The Binding Blade,Female,Bow,Nomad,Cavalry,Green,True,Unpromoted
Zelot,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/zelot.png,The Binding Blade,Male,Sword|Lance|Axe,Paladin,Cavalry,Gray,True,Promoted
Trec,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/trec.png,The Binding Blade,Male,Sword|Lance,Cavalier,Cavalry,Yellow,True,Unpromoted
Noah,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/noah.png,The Binding Blade,Male,Sword|Lance,Cavalier,Cavalry,Purple,True,Unpromoted
Astolfo,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/astolfo.png,The Binding Blade,Male,Sword,Thief,Infantry,Purple,True,Unique
Lilina,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/lilina.png,The Binding Blade,Female,Anima Magic,Mage,Infantry,Blue,True,Unpromoted
Barthe,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/barthe.png,The Binding Blade,Male,Lance,Knight,Armored,Yellow,True,Unpromoted
Ogier,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/ogier.png,The Binding Blade,Male,Sword,Mercenary,Infantry,Blue,True,Unpromoted
Gwendolyn,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/gwendolyn.png,The Binding Blade,Female,Lance,Knight,Armored,Pink,True,Unpromoted
Fir,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/fir.png,The Binding Blade,Female,Sword,Myrmidon,Infantry,Black,True,Unpromoted
Sin,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/sin.png,The Binding Blade,Male,Bow,Nomad,Cavalry,Green,True,Unpromoted
Geese,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/geese.png,The Binding Blade,Male,Axe,Pirate,Infantry,Purple,True,Unpromoted
Gonzalez,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/gonzalez.png,The Binding Blade,Male,Axe,Brigand,Infantry,Brown,True,Unpromoted
Klein,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/klein.png,The Binding Blade,Male,Bow,Sniper,Infantry,Yellow,True,Promoted
Thea,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/thea.png,The Binding Blade,Female,Lance,Pegasus Knight,Flying,Blue,True,Unpromoted
Larum,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/larum.png,The Binding Blade,Female,,Dancer,Infantry,Orange,True,Unique
Elffin,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/elffin.png,The Binding Blade,Male,,Bard(Dancer),Infantry,Yellow,True,Unique
Echidna,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/echidna.png,The Binding Blade,Female,Sword|Axe,Hero,Infantry,Gray,True,Promoted
Bartre,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/bartre.png,The Binding Blade|The Blazing Blade,Male,Axe|Bow,Warrior,Infantry,Brown,True,Promoted
Raigh,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/raigh.png,The Binding Blade,Male,Dark Magic,Shaman,Infantry,Green,True,Unpromoted
Cath,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/cath.png,The Binding Blade,Female,Sword,Thief,Infantry,Orange,True,Unique
Melady,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/melady.png,The Binding Blade,Female,Lance,Wyvern Rider,Flying,Red,True,Unpromoted
Perceval,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/perceval.png,The Binding Blade,Male,Sword|Lance|Axe,Paladin,Cavalry,Yellow,True,Promoted
Cecilia,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/cecilia.png,The Binding Blade,Female,Anima Magic|Staff,Valkyrie,Cavalry,Green,True,Promoted
Sophia,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/sophia.png,The Binding Blade,Female,Dark Magic,Shaman,Infantry,Purple,True,Unpromoted
Igrene,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/igrene.png,The Binding Blade,Female,Bow,Sniper,Infantry,Yellow,True,Promoted
Garret,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/garret.png,The Binding Blade,Male,Axe,Berserker,Infantry,Bald,True,Promoted
Fae,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/fae.png,The Binding Blade,Female,Dragonstone,Manakete,Infantry,Pink,True,Unique
Hugh,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/hugh.png,The Binding Blade,Male,Anima Magic,Mage,Infantry,Purple,True,Unpromoted
Zeiss,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/zeiss.png,The Binding Blade,Male,Lance,Wyvern Rider,Flying,Red,True,Unpromoted
Douglas,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/douglas.png,The Binding Blade,Male,Lance|Axe,General,Armored,Brown,True,Promoted
Niime,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/niime.png,The Binding Blade,Female,Dark Magic|Staff,Druid,Infantry,Gray,True,Promoted
Juno,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/juno.png,The Binding Blade,Female,Lance|Sword,Falcon Knight,Flying,Purple,True,Promoted
Dayan,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/dayan.png,The Binding Blade,Male,Sword|Bow,Nomadic Trooper,Cavalry,Green,True,Promoted
Yoder,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/yoder.png,The Binding Blade,Male,Light Magic|Staff,Bishop,Infantry,Gray,True,Promoted
Karel,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/karel.png,The Binding Blade|The Blazing Blade,Male,Sword,Swordmaster,Infantry,Black,True,Promoted
Hector,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/hector.png,The Blazing Blade,Male,Axe,Lord,Infantry,Blue,True,Unpromoted
Matthew,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/matthew.png,The Blazing Blade,Male,Sword,Thief,Infantry,Brown,True,Unpromoted
Oswin,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/oswin.png,The Blazing Blade,Male,Lance,Knight,Armored,Yellow,True,Unpromoted
Serra,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/serra.png,The Blazing Blade,Female,Staff,Cleric,Infantry,Pink,True,Unpromoted
Eliwood,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/eliwood.png,The Blazing Blade,Male,Sword,Lord,Infantry,Red,True,Unpromoted
Lowen,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/lowen.png,The Blazing Blade,Male,Sword|Lance,Cavalier,Cavalry,Turquoise,True,Unpromoted
Rebecca,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/rebecca.png,The Blazing Blade,Female,Bow,Archer,Infantry,Green,True,Unpromoted
Dorcas,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/dorcas.png,The Blazing Blade,Male,Axe,Fighter,Infantry,Red,True,Unpromoted
Guy,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/guy.png,The Blazing Blade,Male,Sword,Myrmidon,Infantry,Green,True,Unpromoted
Erk,https://snbhejdrbrhzprvkzgdy.supabase.co/storage/v1/object/public/portraits/erk.png,The Blazing Blade,Male,Anima Magic,Mage,Infantry,Purple,True,Unpromoted
